"","Local.authority","year","Universal.Credit","Child.Tax.Credit","affected_population","percent_impacted","children_in_care","children_in_care_1_under","children_in_care_1_4","children_in_care_5_9","children_in_care_10_15","children_in_care_16plus","started_under_1","started_1_to_4","started_5_to_9","started_10_to_15","started_over_16","Anypoint_child_rate","Referrals_rate","under_19_population","under_5_population"
"200","BRACKNELL FOREST",2018,0,"70",1427,4.90539593552908,138,"7","12","20","64","35","12","13","16","33","10","658.5","665.8",28853,7306
"201","BRACKNELL FOREST",2019,0,"130",2783,4.67121810995329,158,"c","c","24","74","38","11","12","21","28","12","753.9","818.6",28759,7147
"202","BRACKNELL FOREST",2020,120,"130",4249,5.8837373499647,142,"8","7","23","63","41","12","7","6","13","9","624.2","622.4",28971,7137
"203","BRACKNELL FOREST",2021,200,"120",5722,5.59245019224048,146,"c","c","19","65","43","c","6","c","16","10","610.6","604.8",29269,7138
"204","BRACKNELL FOREST",2022,270,"110",7332,5.18276050190944,137,"6","13","17","61","40","8","c","c","12","14","622.1","545.2",29804,7332
"205","BRACKNELL FOREST",2023,360,"90",8784,5.12295081967213,157,"c","15","c","64","59","9","14","9","25","27","647.4","628.3",30224,7242
"206","BRACKNELL FOREST",2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"601.1","527.5",NA,NA
"207","BRADFORD",2010,NA,NA,NA,NA,885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208","BRADFORD",2011,NA,NA,NA,NA,888,"59","194","189","313","133","87","77","39","64","26",NA,NA,143634,41078
"209","BRADFORD",2012,NA,NA,NA,NA,896,"67","197","201","296","135","86","67","68","68","19",NA,NA,144546,41268
"210","BRADFORD",2013,NA,NA,NA,NA,877,"63","179","186","315","134","83","49","40","61","18","478.6","335.4",145573,41121
"211","BRADFORD",2014,NA,NA,NA,NA,878,"42","179","202","319","136","69","84","55","81","28","485.9","378.4",146713,40826
"212","BRADFORD",2015,NA,NA,NA,NA,878,"45","151","199","340","143","62","66","59","83","23","574.6","359.4",147437,40412
"213","BRADFORD",2016,NA,NA,NA,NA,848,"47","118","178","359","146","63","61","65","91","22","568.4","395.3",148656,40372
"214","BRADFORD",2017,NA,NA,NA,NA,927,"58","134","197","366","172","88","70","69","86","38","572.3","457.4",149299,39700
"215","BRADFORD",2018,0,"1200",7297,16.4451144305879,986,"64","180","190","373","179","87","68","59","83","41","587.5","535.4",149259,38950
"216","BRADFORD",2019,210,"2490",14674,18.3998909636091,1159,"67","213","244","425","210","88","90","101","158","55","649.4","614.9",149544,38211
"217","BRADFORD",2020,1300,"2900",21696,19.358407079646,1246,"73","242","274","429","228","101","111","101","113","83","735.3","697.4",149301,37168
"218","BRADFORD",2021,2200,"2920",28253,18.1219693483878,1347,"65","260","317","473","232","97","81","102","130","84","777.9","757.8",148187,35806
"219","BRADFORD",2022,3140,"2910",35527,17.029301657894,1446,"66","248","355","502","275","86","72","78","136","99","776.4","861.2",148598,35527
"220","BRADFORD",2023,4110,"2780",43277,15.9206969059778,1588,"76","268","395","555","294","112","108","124","159","91","742.5","653.4",149348,35849
"221","BRADFORD",2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"732.5","630.2",NA,NA
"222","BRENT",2010,NA,NA,NA,NA,369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223","BRENT",2011,NA,NA,NA,NA,385,"16","58","38","153","120","24","39","33","59","41",NA,NA,74275,22569
"224","BRENT",2012,NA,NA,NA,NA,362,"21","45","48","145","103","29","28","33","71","44",NA,NA,75865,23309
"225","BRENT",2013,NA,NA,NA,NA,346,"17","39","50","134","106","29","21","39","57","47","436.2","329.2",77061,23818
"226","BRENT",2014,NA,NA,NA,NA,348,"14","41","56","126","111","28","19","39","82","68","426.2","291.6",78174,24041
"227","BRENT",2015,NA,NA,NA,NA,326,"13","22","54","126","111","18","23","46","83","67","508.8","308.4",79101,24074
"228","BRENT",2016,NA,NA,NA,NA,336,"13","16","54","132","121","18","16","40","80","74","521.4","318.5",80071,24110
"229","BRENT",2017,NA,NA,NA,NA,319,"12","21","40","108","138","27","17","29","76","64","670","532",80487,23590
"230","BRENT",2018,0,"490",4741,10.3353722843282,317,"16","25","31","120","125","19","18","12","60","57","768.7","698.2",80452,22905
"231","BRENT",2019,50,"980",9089,11.332379799758,300,"8","24","34","105","129","15","23","22","48","56","673.7","510.6",79918,22274
"232","BRENT",2020,440,"1220",13218,12.5586321682554,299,"9","26","29","110","125","22","21","15","58","54","675","525.1",79160,21696
"233","BRENT",2021,970,"1190",16034,13.4713733316702,289,"19","23","27","108","112","30","15","19","45","59","601.4","513.4",77242,19984
"234","BRENT",2022,1450,"1130",20426,12.6309605404876,341,"13","39","28","111","150","19","21","24","62","92","774.6","639.3",77739,20426
"235","BRENT",2023,2020,"1060",24737,12.450984355419,319,"20","36","32","124","107","25","13","21","48","50","750","642.4",78139,20847
"236","BRENT",2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"683.3","511.8",NA,NA
"237","BRIDGEND",2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30609,7819
"238","BRIDGEND",2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30789,8060
"239","BRIDGEND",2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30802,8130
"240","BRIDGEND",2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30801,8201
"241","BRIDGEND",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30961,8165
"242","BRIDGEND",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30951,8030
"243","BRIDGEND",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30926,7868
"244","BRIDGEND",2018,NA,NA,1495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30973,7832
"245","BRIDGEND",2019,NA,NA,2966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31016,7675
"246","BRIDGEND",2020,NA,NA,4333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30884,7519
"247","BRIDGEND",2021,NA,NA,5711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30834,7287
"248","BRIDGEND",2022,NA,NA,7168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30734,7168
"249","BRIDGEND",2023,NA,NA,8567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30598,7021
"250","BRIGHTON AND HOVE",2010,NA,NA,NA,NA,463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251","BRIGHTON AND HOVE",2011,NA,NA,NA,NA,483,"43","85","77","175","102","55","40","39","69","15",NA,NA,53290,15092
"252","BRIGHTON AND HOVE",2012,NA,NA,NA,NA,487,"30","90","104","177","86","39","51","43","60","23",NA,NA,52985,15162
"253","BRIGHTON AND HOVE",2013,NA,NA,NA,NA,443,"41","64","79","175","84","51","37","21","52","13","711.2","963.9",53218,15135
"254","BRIGHTON AND HOVE",2014,NA,NA,NA,NA,463,"37","63","76","186","101","46","37","22","57","22","625.2","842.6",53188,14825
"255","BRIGHTON AND HOVE",2015,NA,NA,NA,NA,471,"34","55","88","184","110","54","24","38","50","26","843.3","1454.6",53394,14545
"256","BRIGHTON AND HOVE",2016,NA,NA,NA,NA,437,"34","43","60","179","121","48","28","20","60","48","810.1","681.7",53341,14184
"257","BRIGHTON AND HOVE",2017,NA,NA,NA,NA,454,"19","50","72","183","130","36","32","33","63","29","725.8","678.9",52971,13673
"258","BRIGHTON AND HOVE",2018,0,"150",2582,5.80945003872967,419,"23","50","64","165","117","30","28","22","37","23","746.1","672.3",52651,13152
"259","BRIGHTON AND HOVE",2019,50,"310",4898,7.34993875051041,393,"14","33","67","159","120","24","25","29","49","31","888.7","656",51781,12656
"260","BRIGHTON AND HOVE",2020,210,"330",7193,7.50729876268595,371,"15","44","51","156","105","25","31","22","49","27","870.2","737.8",51281,12214
"261","BRIGHTON AND HOVE",2021,360,"330",9234,7.47238466536712,375,"15","43","55","151","111","28","21","21","49","33","693","612.8",50428,11657
"262","BRIGHTON AND HOVE",2022,480,"320",11494,6.96015312336871,389,"20","47","52","160","110","26","21","23","36","39","988","680.3",50831,11494
"263","BRIGHTON AND HOVE",2023,650,"270",13530,6.79970436067997,345,"6","38","51","135","115","11","15","18","35","37","785.3","689.2",50354,11103
"264","BRIGHTON AND HOVE",2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"789","697.9",NA,NA
"265","BRISTOL",2010,NA,NA,NA,NA,648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"266","BRISTOL",2011,NA,NA,NA,NA,681,"41","103","109","277","151","51","45","43","79","50",NA,NA,92662,29644
"267","BRISTOL",2012,NA,NA,NA,NA,685,"38","109","103","279","156","50","63","34","75","50",NA,NA,94218,30651
"268","BRISTOL",2013,NA,NA,NA,NA,719,"35","111","121","291","161","57","56","47","88","51","737.2","719.7",95171,30890
"269","BRISTOL",2014,NA,NA,NA,NA,694,"38","82","111","275","188","68","51","41","75","58","653.9","659.6",96017,30865
"270","BRISTOL",2015,NA,NA,NA,NA,699,"34","84","112","286","183","50","54","45","97","55","618.8","670.6",97112,30529
"271","BRISTOL",2016,NA,NA,NA,NA,675,"32","56","116","283","188","62","54","53","99","77","597","479.1",98151,30353
"272","BRISTOL",2017,NA,NA,NA,NA,684,"28","54","122","284","196","53","46","59","94","63","678","573",98130,29480
"273","BRISTOL",2018,0,"NaN",5725,NA,639,"31","53","120","269","166","47","39","41","68","44","710.4","696.9",97947,28564
"274","BRISTOL",2019,90,"NaN",11144,NA,617,"23","59","123","264","148","43","37","44","55","32","633.6","690.5",98133,27860
"275","BRISTOL",2020,570,"NaN",16161,NA,622,"22","53","129","288","130","32","26","45","76","31","529.8","488.8",98064,27002
"276","BRISTOL",2021,1000,"1120",20521,10.3308805613762,633,"19","55","124","288","147","37","31","34","55","37","434.7","356.7",97071,25685
"277","BRISTOL",2022,1510,"1030",25201,10.0789651204317,690,"20","49","126","296","199","36","30","34","75","78","423.1","387.4",97350,25201
"278","BRISTOL",2023,2000,"900",29634,9.78605655665789,732,"18","54","122","304","234","38","35","37","76","83","471.9","439.6",96913,24750
"279","BRISTOL",2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"494.9","461",NA,NA
"280","BROMLEY",2010,NA,NA,NA,NA,285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"281","BROMLEY",2011,NA,NA,NA,NA,266,"22","26","42","102","74","28","11","19","37","25",NA,NA,72373,20189
"282","BROMLEY",2012,NA,NA,NA,NA,275,"23","36","52","91","73","31","25","18","34","23",NA,NA,73255,20711
"283","BROMLEY",2013,NA,NA,NA,NA,277,"13","40","57","91","76","20","20","25","48","29","423.7","304",73779,20945
"284","BROMLEY",2014,NA,NA,NA,NA,268,"16","30","52","100","70","36","22","25","50","34","451.7","304.8",74500,21247
"285","BROMLEY",2015,NA,NA,NA,NA,264,"8","32","52","106","66","19","32","22","41","32","488.9","288.9",75235,21159
"286","BROMLEY",2016,NA,NA,NA,NA,286,"11","29","46","114","86","21","15","24","51","39","375.6","378.6",75882,21185
"287","BROMLEY",2017,NA,NA,NA,NA,288,"12","28","45","125","78","28","26","37","47","40","468.7","450.4",76469,21098
"288","BROMLEY",2018,0,"210",4170,5.03597122302158,310,"15","27","54","133","81","21","15","34","51","40","429.1","325.5",76928,21008
"289","BROMLEY",2019,50,"420",7986,5.88529927372903,348,"13","23","56","144","112","20","16","30","41","75","494.6","465.9",76712,20516
"290","BROMLEY",2020,270,"450",11766,6.11932687404386,330,"15","31","42","142","100","23","18","16","41","24","509.7","523.3",76646,20092
"291","BROMLEY",2021,470,"410",15227,5.77920798581467,341,"13","40","43","138","107","22","23","23","48","20","501.3","523",76043,19287
"292","BROMLEY",2022,650,"370",18946,5.38372215771139,328,"13","35","45","136","99","18","16","21","36","22","520.6","556.2",76143,18946
"293","BROMLEY",2023,860,"310",22734,5.1464766429137,343,"10","36","66","142","89","15","19","37","57","28","663.5","622.6",76491,18778
"294","BROMLEY",2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"613","626.1",NA,NA
"295","BUCKINGHAMSHIRE",2010,NA,NA,NA,NA,346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"296","BUCKINGHAMSHIRE",2011,NA,NA,NA,NA,384,"18","76","74","135","81","23","39","34","51","16",NA,NA,121920,31918
"297","BUCKINGHAMSHIRE",2012,NA,NA,NA,NA,372,"19","65","76","143","68","28","23","29","38","7",NA,NA,123027,32484
"298","BUCKINGHAMSHIRE",2013,NA,NA,NA,NA,398,"16","69","83","152","78","22","32","22","41","12","400.6","379.2",123762,32484
"299","BUCKINGHAMSHIRE",2014,NA,NA,NA,NA,443,"20","65","90","161","107","30","24","33","46","29","449.2","623.6",124452,32353
"300","BUCKINGHAMSHIRE",2015,NA,NA,NA,NA,436,"22","65","82","165","102","29","29","27","49","21","548.8","434.6",125920,32763
"301","BUCKINGHAMSHIRE",2016,NA,NA,NA,NA,458,"26","66","87","180","99","45","56","51","66","29","610.6","582.4",126984,32486
"302","BUCKINGHAMSHIRE",2017,NA,NA,NA,NA,454,"18","65","83","187","101","33","39","45","61","27","593.3","762.9",127536,31789
"303","BUCKINGHAMSHIRE",2018,0,"NaN",5965,NA,472,"20","51","74","205","122","33","34","34","63","29","561.6","854.1",127782,31476
"304","BUCKINGHAMSHIRE",2019,70,"NaN",11873,NA,514,"21","61","78","219","135","34","34","34","70","37","492.9","629.1",128503,31312
"305","BUCKINGHAMSHIRE",2020,530,"NaN",17864,NA,484,"29","48","69","208","130","39","29","36","49","50","576.9","685.1",128845,30866
"306","BUCKINGHAMSHIRE",2021,910,"740",24319,6.7848184547062,510,"27","54","74","221","134","35","31","30","65","44","623.3","879.5",129912,30863
"307","BUCKINGHAMSHIRE",2022,1110,"720",31313,5.8442180563983,500,"20","51","77","212","140","31","28","37","64","33","614.4","1059.6",132504,31313
"308","BUCKINGHAMSHIRE",2023,1640,"680",38203,6.07282150616444,497,"18","38","71","195","175","29","20","25","53","66","571.5","965.5",134427,31256
"309","BUCKINGHAMSHIRE",2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"521.3","518.7",NA,NA
"310","BURY",2010,NA,NA,NA,NA,290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"311","BURY",2011,NA,NA,NA,NA,325,"27","74","70","98","55","33","34","32","39","7",NA,NA,44378,12235
"312","BURY",2012,NA,NA,NA,NA,326,"24","76","71","115","40","26","21","18","45","7",NA,NA,44637,12582
"313","BURY",2013,NA,NA,NA,NA,322,"19","67","64","115","57","28","25","19","36","11","704.2","431.2",44711,12535
"314","BURY",2014,NA,NA,NA,NA,310,"17","59","73","107","54","28","29","21","32","x","763.7","757.9",45098,12523
"315","BURY",2015,NA,NA,NA,NA,294,"14","47","77","103","53","22","26","28","33","16","705.4","612.1",45247,12451
"316","BURY",2016,NA,NA,NA,NA,307,"10","52","76","111","58","16","36","22","24","12","640.4","484",45568,12349
"317","BURY",2017,NA,NA,NA,NA,350,"21","60","81","120","68","32","29","21","41","28","642.3","523.2",45892,12095
"318","BURY",2018,0,"260",2198,11.8289353958144,333,"19","53","66","130","65","24","22","20","43","16","651.3","539.7",45960,11812
"319","BURY",2019,90,"530",4492,13.8023152270703,335,"18","50","71","132","64","29","17","27","36","14","609.8","664.9",46164,11697
"320","BURY",2020,320,"610",6698,13.8847417139445,342,"16","58","67","138","63","24","16","13","19","19","504","467.3",46132,11420
"321","BURY",2021,560,"650",8824,13.7126019945603,347,"20","66","70","135","56","22","28","19","24","14","509.8","465.4",45973,11098
"322","BURY",2022,760,"670",11038,12.9552455154919,359,"20","64","65","134","76","24","15","19","27","25","659.2","770",46159,11038
"323","BURY",2023,970,"660",13320,12.2372372372372,350,"13","57","65","129","86","15","12","15","22","22","744.1","738.8",46330,11000
"324","BURY",2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"649.6","576.4",NA,NA
"325","CAERPHILLY",2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41945,11244
"326","CAERPHILLY",2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41401,11040
"327","CAERPHILLY",2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41009,10811
"328","CAERPHILLY",2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40686,10650
"329","CAERPHILLY",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40469,10567
"330","CAERPHILLY",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39907,10475
"331","CAERPHILLY",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39694,10304
"332","CAERPHILLY",2018,NA,NA,1943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39429,10107
"333","CAERPHILLY",2019,NA,NA,3728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39099,9825
"334","CAERPHILLY",2020,NA,NA,5508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38819,9547
"335","CAERPHILLY",2021,NA,NA,7113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38384,9105
"336","CAERPHILLY",2022,NA,NA,8849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38263,8849
"337","CAERPHILLY",2023,NA,NA,10566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38014,8576
"338","CALDERDALE",2010,NA,NA,NA,NA,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"339","CALDERDALE",2011,NA,NA,NA,NA,320,"13","82","82","92","51","18","30","37","30","9",NA,NA,47986,12886
"340","CALDERDALE",2012,NA,NA,NA,NA,357,"23","81","93","114","46","30","30","25","42","6",NA,NA,48075,13100
"341","CALDERDALE",2013,NA,NA,NA,NA,334,"22","74","87","117","34","30","25","15","25","x","664.3","715.2",48103,13133
"342","CALDERDALE",2014,NA,NA,NA,NA,320,"19","55","85","121","40","26","11","7","19","9","636.6","984.6",48181,13082
"343","CALDERDALE",2015,NA,NA,NA,NA,321,"11","54","89","125","42","x","26","21","29","x","564.4","660.7",48186,13026
"344","CALDERDALE",2016,NA,NA,NA,NA,298,"9","39","58","140","52","22","17","14","22","10","581.7","536.8",48312,12903
"345","CALDERDALE",2017,NA,NA,NA,NA,317,"15","46","59","142","55","23","28","26","26","12","637.5","523.1",48209,12547
"346","CALDERDALE",2018,20,"280",2332,12.8644939965695,297,"18","47","51","126","55","24","18","10","16","7","744.8","563.9",47947,12161
"347","CALDERDALE",2019,120,"540",4548,14.5118733509235,334,"18","63","62","133","58","22","37","21","20","12","861.2","684.9",47887,11921
"348","CALDERDALE",2020,430,"550",6673,14.6860482541585,330,"17","60","65","117","71","26","22","18","21","12","875.4","677.8",47485,11477
"349","CALDERDALE",2021,690,"560",8849,14.1258899310657,341,"13","55","81","124","68","17","17","29","26","7","746.7","532.1",47323,11228
"350","CALDERDALE",2022,920,"550",11073,13.2755350853427,337,"10","51","85","119","72","15","23","22","28","17","671.9","527.4",47509,11073
"351","CALDERDALE",2023,1150,"510",13328,12.4549819927971,356,"22","49","83","115","87","24","27","17","23","26","660.3","553.5",47566,10888
"352","CALDERDALE",2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"637.9","456.2",NA,NA
"353","CAMBRIDGESHIRE",2010,NA,NA,NA,NA,481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"354","CAMBRIDGESHIRE",2011,NA,NA,NA,NA,470,"23","67","91","168","120","29","26","28","57","39",NA,NA,135522,36952
"355","CAMBRIDGESHIRE",2012,NA,NA,NA,NA,470,"26","67","92","173","112","29","22","31","48","31",NA,NA,136412,37547
"356","CAMBRIDGESHIRE",2013,NA,NA,NA,NA,463,"25","64","90","181","103","34","27","18","48","35","331.4","367.5",136850,37914
"357","CAMBRIDGESHIRE",2014,NA,NA,NA,NA,501,"26","78","109","185","103","46","45","47","58","46","396.6","383.4",137900,38025
"358","CAMBRIDGESHIRE",2015,NA,NA,NA,NA,532,"29","48","111","235","109","49","43","45","101","45","483.3","343.8",139084,38119
"359","CAMBRIDGESHIRE",2016,NA,NA,NA,NA,607,"28","58","111","244","166","49","51","54","94","99","340.7","298.1",139954,37956
"360","CAMBRIDGESHIRE",2017,NA,NA,NA,NA,691,"35","84","135","264","173","52","80","67","93","71","454.5","323",139943,37019
"361","CAMBRIDGESHIRE",2018,0,"84",6913,1.21510198177347,700,"27","85","132","283","173","42","58","62","109","56","458.2","336.7",140046,36219
"362","CAMBRIDGESHIRE",2019,18,"182",13577,1.47307947263755,773,"41","93","146","277","216","64","53","54","86","75","492.9","437",140146,35506
"363","CAMBRIDGESHIRE",2020,136,"182",20366,1.56142590592163,717,"24","65","134","278","216","46","25","36","65","62","460.2","357.9",140482,34989
"364","CAMBRIDGESHIRE",2021,240,"166",27356,1.48413510747185,640,"28","62","103","268","179","38","22","15","21","53","352.6","356.9",141445,34448
"365","CAMBRIDGESHIRE",2022,310,"144",34935,1.29955631887792,594,"27","64","84","277","142","37","39","31","52","37","355.1","321.4",144467,34935
"366","CAMBRIDGESHIRE",2023,444,"126",42587,1.33843661211168,646,"19","77","83","263","204","34","33","36","60","84","362","330.2",147177,34986
"367","CAMBRIDGESHIRE",2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"423.2","506.1",NA,NA
"368","CAMDEN",2010,NA,NA,NA,NA,265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"369","CAMDEN",2011,NA,NA,NA,NA,276,"19","30","39","104","84","25","13","19","52","43",NA,NA,41333,13161
"370","CAMDEN",2012,NA,NA,NA,NA,265,"30","35","28","106","65","35","14","12","43","40",NA,NA,41532,13177
"371","CAMDEN",2013,NA,NA,NA,NA,262,"20","36","39","102","65","29","23","20","50","23","889","498.8",42027,13001
"372","CAMDEN",2014,NA,NA,NA,NA,225,"8","22","28","97","70","20","18","14","40","28","743.1","558.9",42074,12627
"373","CAMDEN",2015,NA,NA,NA,NA,190,"6","17","19","88","60","11","10","8","30","26","784.4","522.6",42165,12393
"374","CAMDEN",2016,NA,NA,NA,NA,188,"7","9","15","75","82","9","10","6","35","40","758.1","470.1",42368,11971
"375","CAMDEN",2017,NA,NA,NA,NA,198,"7","12","18","71","90","17","x","x","36","35","754.5","478.9",41926,11636
"376","CAMDEN",2018,0,"200",2400,8.33333333333333,201,"10","9","14","75","93","13","c","c","36","49","745.2","456.5",41616,11263
"377","CAMDEN",2019,10,"410",4698,8.93997445721584,189,"10","11","13","54","101","16","c","c","19","40","708.3","357.5",41189,11082
"378","CAMDEN",2020,190,"460",6631,9.80244307042678,189,"11","19","14","51","94","19","7","8","22","46","736.1","388.7",40580,10787
"379","CAMDEN",2021,350,"460",8137,9.95452869607964,187,"c","27","27","c","87","16","9","20","24","37","756.1","400.9",39318,10092
